Division;Class;Order;Genus;Species;SFLAG;STAGE;Author;AphiaID;AphiaID_link;Trophy;Geometric_shape;FORMULA;SizeClassNo;Nonvalid_SIZCL;Not_accepted_name;Unit;SizeRange;Length(l1)µm;Length(l2)µm;Width(w)µm;Height(h)µm;Diameter(d1)µm;Diameter(d2)µm;No_of_cells/counting_unit;Calculated_volume_µm3;Comment;Filament_length_of_cell(µm);Calculated_Carbon_pg/counting_unit;Comment_on_Carbon_calculation;Corrections/Additions;Synonyms - NOT IMPORTED, NOT handled by ICES;WORMS Rank
CHLOROPHYTA;Trebouxiophyceae;CHLORELLALES;Micractinium;Micractinium pusillum;;;Fresenius 1858;163479;http://www.marinespecies.org/aphia.php?p=taxdetails&id=163479;AU;sphere;π/6*d^3;1;;;cell; 3-4;;;;;3,5;;1;22;;;4;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to CHLORELLALES;;Species
CHLOROPHYTA;Trebouxiophyceae;CHLORELLALES;Micractinium;Micractinium pusillum;;;Fresenius 1858;163479;http://www.marinespecies.org/aphia.php?p=taxdetails&id=163479;AU;sphere;π/6*d^3;2;;;cell; 5-6;;;;;5,5;;1;87;;;14;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to CHLORELLALES;;Species
CHLOROPHYTA;Trebouxiophyceae;CHLORELLALES;Mucidosphaerium;Mucidosphaerium pulchellum;;;(H.C.Wood) C.Bock, Proschold & Krienitz 2011;624695;http://www.marinespecies.org/aphia.php?p=taxdetails&id=624695;AU;sphere;π/6*d^3;1;;;colony; 3-4;;;;;3,5;;4;90;;;16;;;Dictyosphaerium pulchellum;Species
CHLOROPHYTA;Trebouxiophyceae;CHLORELLALES;Mucidosphaerium;Mucidosphaerium pulchellum;;;(H.C.Wood) C.Bock, Proschold & Krienitz 2011;624695;http://www.marinespecies.org/aphia.php?p=taxdetails&id=624695;AU;sphere;π/6*d^3;2;;;colony; 4-5;;;;;4,5;;4;191;;;32,5;;;Dictyosphaerium pulchellum;Species
CHLOROPHYTA;Trebouxiophyceae;CHLORELLALES;Mucidosphaerium;Mucidosphaerium pulchellum;;;(H.C.Wood) C.Bock, Proschold & Krienitz 2011;624695;http://www.marinespecies.org/aphia.php?p=taxdetails&id=624695;AU;sphere;π/6*d^3;3;;;colony; 5-6;;;;;5,5;;4;348;;;57,3;;;Dictyosphaerium pulchellum;Species
CHLOROPHYTA;Trebouxiophyceae;CHLORELLALES;Mucidosphaerium;Mucidosphaerium pulchellum;;;(H.C.Wood) C.Bock, Proschold & Krienitz 2011;624695;http://www.marinespecies.org/aphia.php?p=taxdetails&id=624695;AU;sphere;π/6*d^3;4;;;colony; 6-7;;;;;6,5;;4;575;;;91,7;;;Dictyosphaerium pulchellum;Species
CHLOROPHYTA;Trebouxiophyceae;CHLORELLALES;Mucidosphaerium;Mucidosphaerium pulchellum;;;(H.C.Wood) C.Bock, Proschold & Krienitz 2011;624695;http://www.marinespecies.org/aphia.php?p=taxdetails&id=624695;AU;sphere;π/6*d^3;5;;;colony; 7-8;;;;;7,5;;4;883;;;137,2;;;Dictyosphaerium pulchellum;Species
CHLOROPHYTA;Trebouxiophyceae;CHLORELLALES;Nephrochlamys;Nephrochlamys rostrata;;;Nygaard, Komárek, J.Kristiansen & O.M.Skulberg 1986;572053;http://www.marinespecies.org/aphia.php?p=taxdetails&id=572053;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 2.5-3x5-7;6;;;;2,8;;1;25;;;4;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to CHLORELLALES;Nephrochlamys subsolitaria;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Crucigeniella;Crucigeniella irregularis;;;(Wille) P.M.Tsarenko & D.M.John 2002;248175;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248175;AU;rotational ellipsoid;π/6*d^2*l;1;;;colony; 5-8x8-10;9;;;;7;;4;923;;;143,1;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;Willea irregularis;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Crucigeniella;Crucigeniella irregularis;;;(Wille) P.M.Tsarenko & D.M.John 2002;248175;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248175;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony; 8-10x10-12;11,4;;;;9;;4;1933;;;286,4;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;Willea irregularis;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Crucigeniella;Crucigeniella irregularis;;;(Wille) P.M.Tsarenko & D.M.John 2002;248175;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248175;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony; 10-12x15-18;16,8;;;;11,4;;4;4570;;;642,5;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;Willea irregularis;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Franceia;Franceia ovalis;;;(Francé) Lemmermann 1898;577840;http://www.marinespecies.org/aphia.php?p=taxdetails&id=577840;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 8-9x12-16;14;;;;8,5;;1;529;;;78;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Granulocystopsis;Granulocystopsis decorata;;;(Svirenko) P.M.Tsarenko 2000;616372;http://www.marinespecies.org/aphia.php?p=taxdetails&id=616372;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 5-9x9-14;12,5;;;;7;;1;321;;;49;;"Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES; Added Author year 2000";Granulocystopsis pseudocoronata;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Lagerheimia;Lagerheimia ciliata;;;(Lagerheim) R. Chodat 1895;572054;http://www.marinespecies.org/aphia.php?p=taxdetails&id=572054;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 8-9x12-14;12,6;;;;8,5;;1;476;;;71;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Lagerheimia;Lagerheimia citriformis;;;(Snow) Collins 1909;248128;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248128;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 12-16x18-22;19,6;;;;14;;1;2010;;;273;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Lagerheimia;Lagerheimia citriformis;;;(Snow) Collins 1909;248128;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248128;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell;9-11x15-18;16,5;;;;10;;1;864;;;123;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Lagerheimia;Lagerheimia genevensis;;;(R. Chodat) R. Chodat 1895;178610;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178610;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 3x5-6;5,5;;;;3;;1;26;;;5;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Lagerheimia;Lagerheimia longiseta var. longiseta;;;(Lemmermann) Wille 1909;555799;http://www.marinespecies.org/aphia.php?p=taxdetails&id=555799;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 8-9x10-12;11,2;;;;8,5;;1;423;;;63;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Variety
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Lagerheimia;Lagerheimia longiseta var. longiseta;;;(Lemmermann) Wille 1909;555799;http://www.marinespecies.org/aphia.php?p=taxdetails&id=555799;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell; 8-9x13-17;15;;;;8,5;;1;567;;;83;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Variety
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Lagerheimia;Lagerheimia subsalsa;;;Lemmermann 1898;178941;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178941;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 3x6;6;;;;3;;1;28;;;5;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Lagerheimia;Lagerheimia subsalsa;;;Lemmermann 1898;178941;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178941;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell; 4-5x7-9;8;;;;4,5;;1;85;;;14;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Lagerheimia;Lagerheimia wratislaviensis;;;Schröder 1897;178944;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178944;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 3x4;4;;;;3;;1;19;;;3;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Lagerheimia;Lagerheimia wratislaviensis;;;Schröder 1897;178944;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178944;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell; 3x5-6;5,5;;;;3;;1;26;;;5;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis borgei;;;Snow 1903;248141;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248141;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 6-8x8-12;10;;;;7;;1;256;;;39;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis borgei;;;Snow 1903;248141;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248141;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell; 8-10x12-15;13,5;;;;9;;1;572;;;84;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis borgei;;;Snow 1903;248141;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248141;AU;rotational ellipsoid;π/6*d^2*l;3;;;cell; 10-12x15-17;16;;;;11;;1;1013;;;143;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis borgei;;;Snow 1903;248141;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248141;AU;rotational ellipsoid;π/6*d^2*l;4;;;cell; 12-14x17-20;18,5;;;;13;;1;1636;;;225;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis lacustris;;;R. Chodat 1897;178936;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178936;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 6-8x10-12;11;;;;7;;1;282;;;43;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis lacustris;;;R. Chodat 1897;178936;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178936;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell; 8-10x12-15;13,5;;;;9;;1;572;;;84;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis lacustris;;;R. Chodat 1897;178936;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178936;AU;rotational ellipsoid;π/6*d^2*l;3;;;cell; 8-10x20-30;25;;;;9,6;;1;1206;;;169;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis lacustris;;;R. Chodat 1897;178936;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178936;AU;rotational ellipsoid;π/6*d^2*l;4;;;cell; 10-12x15-20;17,5;;;;11;;1;1108;;;156;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis lacustris;;;R. Chodat 1897;178936;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178936;AU;rotational ellipsoid;π/6*d^2*l;5;;;cell; 12-14x25-35;32,5;;;;13;;1;2874;;;382;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis lacustris;;;R. Chodat 1897;178936;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178936;AU;rotational ellipsoid;π/6*d^2*l;6;;;cell; 20-22x25-30;27,5;;;;21;;1;6347;;;804;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis naegelii;;;A.Braun 1855;608602;http://www.marinespecies.org/aphia.php?p=taxdetails&id=608602;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;10-14x16-20;17;;;;12;;1;1281;;;179;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis naegelii;;;A.Braun 1855;608602;http://www.marinespecies.org/aphia.php?p=taxdetails&id=608602;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell;13-18x20-25;22,5;;;;15,5;;1;2829;;;376;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis naegelii;;;A.Braun 1855;608602;http://www.marinespecies.org/aphia.php?p=taxdetails&id=608602;AU;rotational ellipsoid;π/6*d^2*l;3;;;cell;18-20x25-30;27,5;;;;19;;1;5195;;;666;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis naegelii;;;A.Braun 1855;608602;http://www.marinespecies.org/aphia.php?p=taxdetails&id=608602;AU;rotational ellipsoid;π/6*d^2*l;4;;;cell;20-22x30-40;35;;;;21;;1;8078;;;1008;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis parva;;;W. & G.S. West 1898;178613;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178613;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 5-7x8-12;10;;;;6;;1;188;;;30;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis parva;;;W. & G.S. West 1898;178613;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178613;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell;3-4x5-6;5,5;;;;3,5;;1;35;;;6;;"Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES; Changed Author yera from 1899 to 1898";;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis pelagica;;;Lemmermann 1901 ;248144;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248144;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 7-9x8-12;10;;;;8;;1;335;;;51;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis rhomboidea;;;Fott 1933;254441;http://www.marinespecies.org/aphia.php?p=taxdetails&id=254441;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;3-4x8-10;9;;;;3,5;;1;58;;;10;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis solitaria;;;Wittrock in Wittrock & Nordstedt 1879;178934;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178934;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 6-8x10-13;11,5;;;;7;;1;295;;;45;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis solitaria;;;Wittrock in Wittrock & Nordstedt 1879;178934;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178934;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell; 8-10x13-15;14;;;;9;;1;593;;;87;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis solitaria;;;Wittrock in Wittrock & Nordstedt 1879;178934;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178934;AU;rotational ellipsoid;π/6*d^2*l;3;;;cell; 10-12x15-20;17,5;;;;11;;1;1108;;;156;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis solitaria;;;Wittrock in Wittrock & Nordstedt 1879;178934;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178934;AU;rotational ellipsoid;π/6*d^2*l;4;;;cell; 12-15x17-22;19,5;;;;13,5;;1;1860;;;254;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis solitaria;;;Wittrock in Wittrock & Nordstedt 1879;178934;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178934;AU;rotational ellipsoid;π/6*d^2*l;5;;;cell; 15-20x22-25;23,5;;;;17,5;;1;3766;;;492;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis solitaria;;;Wittrock in Wittrock & Nordstedt 1879;178934;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178934;AU;rotational ellipsoid;π/6*d^2*l;6;;;cell; 20-25x25-30;27,5;;;;22,5;;1;7286;;;915;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis submarina;;;Lagerheim 1886;248145;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248145;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 4-5x6-8;7;;;;4,5;;1;74;;;12;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis submarina;;;Lagerheim 1886;248145;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248145;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell; 5-6x8-10;9;;;;5,5;;1;142;;;23;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis submarina;;;Lagerheim 1886;248145;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248145;AU;rotational ellipsoid;π/6*d^2*l;3;;;cell; 6-8x10-12;11;;;;7;;1;282;;;43;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis;;;Nägeli ex A.Braun 1855;178611;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178611;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 3-4x7;7;;;;3,5;;1;45;;;8;;"Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES; Added Author";;Genus
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis;;;Nägeli ex A.Braun 1855;178611;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178611;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell; 4-5x7-8;7,5;;;;4,5;;1;79;;;13;;"Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES; Added Author";;Genus
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis;;;Nägeli ex A.Braun 1855;178611;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178611;AU;rotational ellipsoid;π/6*d^2*l;3;;;cell; 5-6x8-12;10;;;;5,5;;1;158;;;25;;"Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES; Added Author";;Genus
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Oocystis;Oocystis;;;Nägeli ex A.Braun 1855;178611;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178611;AU;rotational ellipsoid;π/6*d^2*l;4;;;cell; 6-8x12-17;14,5;;;;7;;1;372;;;56;;"Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES; Added Author";;Genus
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Quadricoccus;Quadricoccus ellipticus;;;Hortobágyi 1973;623185;http://www.marinespecies.org/aphia.php?p=taxdetails&id=623185;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 3x7;7;;;;3;;1;33;;;6;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Quadricoccus;Quadricoccus ellipticus;;;Hortobágyi 1973;623185;http://www.marinespecies.org/aphia.php?p=taxdetails&id=623185;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell; 4x8-9;8,3;;;;4;;1;69;;;12;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Quadricoccus;Quadricoccus euryhalinicus;;;Kuylenstierna 1998;613622;http://www.marinespecies.org/aphia.php?p=taxdetails&id=613622;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;2.5-3x4-5;4,5;;;;2,7;;1;17;;;3;;"Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES; Size range changed from 3.8-5.0x2.5-3 to 2.5-3x4-5";;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Quadricoccus;Quadricoccus verrucosus;;;Fott 1948;616377;http://www.marinespecies.org/aphia.php?p=taxdetails&id=616377;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 3x6;6;;;;3;;1;28;*;;5;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Tetrachlorella;Tetrachlorella alternans;;;(G.M.Smith) Korshikov 1939;578246;http://www.marinespecies.org/aphia.php?p=taxdetails&id=578246;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 4-5x6-8;7;;;;4,5;;1;74;;;12;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Tetrachlorella;Tetrachlorella alternans;;;(G.M.Smith) Korshikov 1939;578246;http://www.marinespecies.org/aphia.php?p=taxdetails&id=578246;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell;5-6x8-10;9;;;;5,5;;1;142;;;23;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;OOCYSTALES;Tetrachlorella;Tetrachlorella alternans;;;(G.M.Smith) Korshikov 1939;578246;http://www.marinespecies.org/aphia.php?p=taxdetails&id=578246;AU;rotational ellipsoid;π/6*d^2*l;3;;;cell;6-8x10-14;12;;;;7;;1;308;;;47;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to OOCYSTALES;;Species
CHLOROPHYTA;Trebouxiophyceae;TREBOUXIALES;Botryococcus;Botryococcus;;;Kützing, 1849 ;248103;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248103;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;3.5x6;6;;;;3,5;;1;38;;;7;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to TREBUOXIALES;;Genus
CHLOROPHYTA;Trebouxiophyceae;TREBOUXIALES;Botryococcus;Botryococcus;;;Kützing, 1849 ;248103;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248103;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony;3.5x6;6;;;;3,5;;10;385;;;67;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to TREBUOXIALES;;Genus
CHLOROPHYTA;Trebouxiophyceae;TREBOUXIALES;Botryococcus;Botryococcus;;;Kützing, 1849 ;248103;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248103;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony;3.5x6;6;;;;3,5;;20;769;;;133;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to TREBUOXIALES;;Genus
CHLOROPHYTA;Trebouxiophyceae;TREBOUXIALES;Botryococcus;Botryococcus;;;Kützing, 1849 ;248103;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248103;AU;rotational ellipsoid;π/6*d^2*l;4;;;cell;4-5x8-10;9;;;;4,5;;1;95;;;16;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to TREBUOXIALES;;Genus
