Division;Class;Order;Genus;Species;SFLAG;STAGE;Author;AphiaID;AphiaID_link;Trophy;Geometric_shape;FORMULA;SizeClassNo;Nonvalid_SIZCL;Not_accepted_name;Unit;SizeRange;Length(l1)µm;Length(l2)µm;Width(w)µm;Height(h)µm;Diameter(d1)µm;Diameter(d2)µm;No_of_cells/counting_unit;Calculated_volume_µm3;Comment;Filament_length_of_cell(µm);Calculated_Carbon_pg/counting_unit;Comment_on_Carbon_calculation;Corrections/Additions;Synonyms - NOT IMPORTED, NOT handled by ICES;WORMS Rank
CHLOROPHYTA;Trebouxiophyceae;TREBOUXIALES;Botryococcus;Botryococcus;;;Kützing, 1849 ;248103;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248103;AU;rotational ellipsoid;π/6*d^2*l;5;;;colony;4-5x8-10;9;;;;4,5;;45;4292;;;557;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to TREBUOXIALES;;Genus
CHLOROPHYTA;Trebouxiophyceae;TREBOUXIALES;Botryococcus;Botryococcus;;;Kützing, 1849 ;248103;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248103;AU;rotational ellipsoid;π/6*d^2*l;6;;;colony;4-5x8-10;9;;;;4,5;;90;8584;;;1067;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to TREBUOXIALES;;Genus
CHLOROPHYTA;Trebouxiophyceae;TREBOUXIALES;Botryococcus;Botryococcus;;;Kützing, 1849 ;248103;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248103;AU;rotational ellipsoid;π/6*d^2*l;7;;;colony;4-5x8-10;9;;;;4,5;;150;14307;;;1724;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to TREBUOXIALES;;Genus
CHLOROPHYTA;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Crucigenia;Crucigenia fenestrata;;;(Schmidle) Schmidle 1900;558759;http://www.marinespecies.org/aphia.php?p=taxdetails&id=558759;AU;rotational ellipsoid;π/6*d^2*l;1;;;colony;7-9x4;8;;;;4;;4;268;;;44,8;;"Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to Trebouxiophyceae ordo incertae sedis; Author yera added 1900";;Species
CHLOROPHYTA;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Crucigenia;Crucigenia quadrata;;;Morren 1830;178962;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178962;AU;sphere;π/6*d^3;1;;;colony; 2-3;;;;;2,5;;4;33;;;6,2;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to Trebouxiophyceae ordo incertae sedis;;Species
CHLOROPHYTA;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Crucigenia;Crucigenia quadrata;;;Morren 1830;178962;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178962;AU;sphere;π/6*d^3;2;;;colony; 4-5;;;;;4,5;;4;191;;;32,5;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to Trebouxiophyceae ordo incertae sedis;;Species
CHLOROPHYTA;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Crucigenia;Crucigenia quadrata;;;Morren 1830;178962;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178962;AU;sphere;π/6*d^3;3;;;colony; 5-6;;;;;5,5;;4;348;;;57,3;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to Trebouxiophyceae ordo incertae sedis;;Species
CHLOROPHYTA;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Crucigenia;Crucigenia quadrata;;;Morren 1830;178962;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178962;AU;sphere;π/6*d^3;4;;;colony; 6-7;;;;;6,5;;4;575;;;91,7;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to Trebouxiophyceae ordo incertae sedis;;Species
CHLOROPHYTA;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Crucigenia;Crucigenia quadrata;;;Morren 1830;178962;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178962;AU;sphere;π/6*d^3;5;;;colony; 8-9;;;;;8,5;;4;1286;;;195,3;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to Trebouxiophyceae ordo incertae sedis;;Species
CHLOROPHYTA;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Crucigenia;Crucigenia tetrapedia;;;(Kirchner) Kuntze, 1898 ;178619;http://www.marinespecies.org/aphia.php?p=taxdetails&id=178619;AU;parallelepiped;l*w*h;1;;;colony; 5x5;5;;5;2,5;;;4;250;;;42;;Changed Class from Chlorophyceae to Trebouxiophyceae and Order from CHLOROCOCCALES to Trebouxiophyceae ordo incertae sedis;;Species
CHLOROPHYTA;Ulvophyceae;OLTMANNSIELLIOPSIDALES;Oltmannsiellopsis;Oltmannsiellopsis;;;Chihara & Inouye 1986;494102;http://www.marinespecies.org/aphia.php?p=taxdetails&id=494102;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;4-8x15-25;20;;;;6;;1;377;;;57;;Changed Class from Chlorophyceae to Ulvophyceae and Order from VOLVOCALES to OLTMANNSIELLIOPSIDALES;;Genus
CHLOROPHYTA;Ulvophyceae;ULOTHRICALES;Binuclearia;Binuclearia lauterbornii;;;(Schmidle) Proschkina-Lavrenko 1966;575737;http://www.marinespecies.org/aphia.php?p=taxdetails&id=575737;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 2-3x6-10;8;;;;2,5;;1;26;;;5;;Changed Class from Chlorophyceae to Ulvophyceae and Order from CHLOROCOCCALES to ULOTRICHALES;Planctonema lauterbornii;Species
CHLOROPHYTA;Ulvophyceae;ULOTHRICALES;Binuclearia;Binuclearia lauterbornii;;;(Schmidle) Proschkina-Lavrenko 1966;575737;http://www.marinespecies.org/aphia.php?p=taxdetails&id=575737;AU;rotational ellipsoid;π/6*d^2*l;2;;;cell; 3-4x10-12;11;;;;3,5;;1;71;;;12;;Changed Class from Chlorophyceae to Ulvophyceae and Order from CHLOROCOCCALES to ULOTRICHALES;Planctonema lauterbornii;Species
CHLOROPHYTA;Ulvophyceae;ULOTHRICALES;Binuclearia;Binuclearia lauterbornii;;;(Schmidle) Proschkina-Lavrenko 1966;575737;http://www.marinespecies.org/aphia.php?p=taxdetails&id=575737;AU;rotational ellipsoid;π/6*d^2*l;3;;;cell; 3-5x12-17;14,5;;;;4;;1;121;;;20;;Changed Class from Chlorophyceae to Ulvophyceae and Order from CHLOROCOCCALES to ULOTRICHALES;Planctonema lauterbornii;Species
CHLOROPHYTA;Ulvophyceae;ULOTHRICALES;Binuclearia;Binuclearia lauterbornii;;;(Schmidle) Proschkina-Lavrenko 1966;575737;http://www.marinespecies.org/aphia.php?p=taxdetails&id=575737;AU;rotational ellipsoid;π/6*d^2*l;4;;;cell; 3-5x25-35;30;;;;4;;1;251;;;39;;Changed Class from Chlorophyceae to Ulvophyceae and Order from CHLOROCOCCALES to ULOTRICHALES;Planctonema lauterbornii;Species
CHLOROPHYTA;Ulvophyceae;ULOTHRICALES;Binuclearia;Binuclearia lauterbornii;;;(Schmidle) Proschkina-Lavrenko 1966;575737;http://www.marinespecies.org/aphia.php?p=taxdetails&id=575737;AU;rotational ellipsoid;π/6*d^2*l;5;;;cell; 5-6x12-17;14,5;;;;5,5;;1;230;;;36;;Changed Class from Chlorophyceae to Ulvophyceae and Order from CHLOROCOCCALES to ULOTRICHALES;Planctonema lauterbornii;Species
CHLOROPHYTA;Ulvophyceae;ULOTHRICALES;Binuclearia;Binuclearia lauterbornii;;;(Schmidle) Proschkina-Lavrenko 1966;575737;http://www.marinespecies.org/aphia.php?p=taxdetails&id=575737;AU;rotational ellipsoid;π/6*d^2*l;6;;;cell; 5-6x17-25;20;;;;5,5;;1;317;;;48;;Changed Class from Chlorophyceae to Ulvophyceae and Order from CHLOROCOCCALES to ULOTRICHALES;Planctonema lauterbornii;Species
CHLOROPHYTA;Ulvophyceae;ULOTHRICALES;Ulotrichales;Ulotrichales;;;;824;http://www.marinespecies.org/aphia.php?p=taxdetails&id=824;AU;cylinder;π/4*d^2*h;1;;;cell;2-4x10-14;;;;12;3;;1;85;;;14;;"Added AphiaID and link; Size range changed from 10-14x2-4 to 2-4x10-14";;Order
BIGYRA;Bicoecea;BICOECIDA;Bicosoeca;Bicosoeca;;;H.J.Clark 1866;103987;http://www.marinespecies.org/aphia.php?p=taxdetails&id=103987;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;1-3x3-5;4;;;;2;;1;8;;;2;;"Changed Division from ZOOMASTIGOPHORA to BIGYRA; Class from Bicosoecidea to Bicoecea; Order from BICOSOECIDA to BICOECIDA; Added Author; Size range changed from 3-5x1-3 to 1-3x3-5";;Genus
CERCOZOA;Thecofilosea;CRYMONANIDA;Cryothecomonas;Cryothecomonas scybalophora;;;Thomsen, Buck, Bolt et Garrison 1991;118047;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118047;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;8x5-20;13;;;;8;;1;435;;;65;;"Changed Division from INCERTA SEDIS to CERCOZOA; Added Class Thecofilosea and Order CRYMONANIDA; Size range changed from 5-20 to 8x5-20";;Species
CERCOZOA;Thecofilosea;CRYMONANIDA;Cryothecomonas;Cryothecomonas;;;;118011;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118011;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;8x10-20;15;;;;8;;1;502;;;74;;"Changed Division from INCERTA SEDIS to CERCOZOA; Added Class Thecofilosea and Order CRYMONANIDA; Size range changed from 10-20 to 8x10-20";;Genus
CHOANOZOA;Choanoflagellatea;ACANTHOECIDA;Diaphanoeca;Diaphanoeca grandis;;;Ellis 1930;105571;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105571;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;7-10;8,5;;;;6,4;;1;182;;;28,6;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to ACANTHOECIDA";;Species
CHOANOZOA;Choanoflagellatea;ACANTHOECIDA;Diaphanoeca;Diaphanoeca sphaerica;;;Thomsen 1982;105574;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105574;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;7-10;8,5;;;;6,4;;1;182;;;28,6;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to ACANTHOECIDA";;Species
CHOANOZOA;Choanoflagellatea;ACANTHOECIDA;Diaphanoeca;Diaphanoeca sphaerica;;;Thomsen 1982;105574;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105574;HT;rotational ellipsoid;π/6*d^2*l;2;;;cell;5-7;6;;;;5;;1;79;;;13;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to ACANTHOECIDA";;Species
CHOANOZOA;Choanoflagellatea;ACANTHOECIDA;Diaphanoeca;Diaphanoeca;;;W.Ellis 1930;105513;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105513;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;7-10;8,5;;;;6,4;;1;182;;;28,6;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to ACANTHOECIDA; Added Author";;Genus
CHOANOZOA;Choanoflagellatea;ACANTHOECIDA;Diaphanoeca;Diaphanoeca;;;W.Ellis 1930;105513;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105513;HT;rotational ellipsoid;π/6*d^2*l;2;;;cell;5-7;6;;;;5;;1;78,5;;;13;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to ACANTHOECIDA; Added Author";;Genus
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Desmarella;Desmarella moniliformis;;;Kent 1878;105636;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105636;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;3-5x4-8;6;;;;4;;4;50;;;9;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Author year changed from 1880 to 1878; Size range changed from 4-8x3-5 to 3-5x4-8";;Species
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Monosiga;Monosiga;;;W.S.Kent 1878;105535;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105535;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;3-4x6-8;7;;;;3,6;;1;47;;;8;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Added Author; Size range changed from 6-8x3-4 to 3-4x6-8";;Genus
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Salpingoeca;Salpingoeca;;;H.J.Clark 1866;105541;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105541;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;3-5x6-8;7;;;;4;;1;59;;;10;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Added Author; Size range changed from 6-8x3-5 to 3-5x6-8";;Genus
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Calliacantha;Calliacantha longicaudata;;;Leadbeater 1975) Leadbeater 1978;105559;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105559;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;2-3x6-8;7;;;;2,5;;1;23;10;;4,1;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Size range changed from 6-8x2-3 to 2-3x6-8";;Species
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Calliacantha;Calliacantha longicaudata;;;Leadbeater 1975) Leadbeater 1978;105559;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105559;HT;rotational ellipsoid;π/6*d^2*l;2;;;cell;3-5x8-12;10;;;;4;;1;84;10;;13,8;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Size range changed from 8-12x3-5 to 3-5x8-12";;Species
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Calliacantha;Calliacantha natans;;;(Gröntved 1956) Leadbeater 1978;105561;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105561;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;3-5x4-8;6;;;;4;;1;50;10;;8,5;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Size range changed from 4-8x3-5 to 3-5x4-8";;Species
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Calliacantha;Calliacantha natans;;;(Gröntved 1956) Leadbeater 1978;105561;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105561;HT;rotational ellipsoid;π/6*d^2*l;2;;;cell;3-5x8-12;10;;;;4;;1;84;10;;13,8;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Size range changed from 8-12x3-5 to 3-5x8-12";;Species
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Calliacantha;Calliacantha simplex;;;Manton & Oates 1979;105562;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105562;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;3-5x4-8;6;;;;4;;1;50;;;8,5;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Added Author; Size range changed from 4-8x3-5 to 3-5x4-8";;Species
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Calliacantha;Calliacantha;;;B.S.C.Leadbeater 1978;105506;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105506;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell;3-5x4-8;6;;;;4;;1;50;;;8,5;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Size range changed from 4-8x3-5 to 3-5x4-8";;Genus
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Choanoflagellatea;Choanoflagellatea;;;;580116;http://www.marinespecies.org/aphia.php?p=taxdetails&id=580116;HT;flattened ellipsoid;π/6*l*d1*d2;1;;;cell;4x5;5;;;;4;4;1;42;;;7;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Corrected AphiaID link; Size range changed from 5x4 to 4x5";Craspedophyceae;Order
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Choanoflagellatea;Choanoflagellatea;;;;580116;http://www.marinespecies.org/aphia.php?p=taxdetails&id=580116;HT;flattened ellipsoid;π/6*l*d1*d2;2;;;cell;3x8;8;;;;3;3;1;38;;;7;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Corrected AphiaID link; Size range changed from 8x3 to 3x8";Craspedophyceae;Order
CHOANOZOA;Choanoflagellatea;CRASPEDIDA;Choanoflagellatea;Choanoflagellatea;;;;580116;http://www.marinespecies.org/aphia.php?p=taxdetails&id=580116;HT;sphere;π/6*d^3;3;;;cell;2-3;;;;;2,5;;1;8;;;2;;"Changed Division from ZOOMASTIGOPHORA to CHOANOZOA; Class from Choanoflagellidea to  Choanoflagellatea, Order from CHOANOFLAGELLIDA to CRASPEDIDA; Corrected AphiaID link";Craspedophyceae;Order
PROTOZOA INCERTAE SEDIS;Ebriophyceae;EBRIALES;Ebria;Ebria tripartita;;;(Schumann) Lemmermann 1900;118051;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118051;HT;half sphere-30%;π/12*d^3*0.7;1;;;cell; 17-23;;;;;20;;1;1465;;;203;;Changed Division from ZOOMASTIGOPHORA to PROTOZOA INCERTAE SEDIS, Class from Ebriidea to Ebriophyceae and Order from EBRIIDA (ICBN: EBRIALES) to EBRIALES;;Species
PROTOZOA INCERTAE SEDIS;Ebriophyceae;EBRIALES;Ebria;Ebria tripartita;;;(Schumann) Lemmermann 1900;118051;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118051;HT;half sphere-30%;π/12*d^3*0.7;2;;;cell; 23-27;;;;;25;;1;2862;;;380;;Changed Division from ZOOMASTIGOPHORA to PROTOZOA INCERTAE SEDIS, Class from Ebriidea to Ebriophyceae and Order from EBRIIDA (ICBN: EBRIALES) to EBRIALES;;Species
PROTOZOA INCERTAE SEDIS;Ebriophyceae;EBRIALES;Ebria;Ebria tripartita;;;(Schumann) Lemmermann 1900;118051;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118051;HT;half sphere-30%;π/12*d^3*0.7;3;;;cell; 27-33;;;;;30;;1;4946;;;636;;Changed Division from ZOOMASTIGOPHORA to PROTOZOA INCERTAE SEDIS, Class from Ebriidea to Ebriophyceae and Order from EBRIIDA (ICBN: EBRIALES) to EBRIALES;;Species
PROTOZOA INCERTAE SEDIS;Ebriophyceae;EBRIALES;Ebria;Ebria tripartita;;;(Schumann) Lemmermann 1900;118051;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118051;HT;half sphere-30%;π/12*d^3*0.7;4;;;cell; 33-37;;;;;35;;1;7853;;;982;;Changed Division from ZOOMASTIGOPHORA to PROTOZOA INCERTAE SEDIS, Class from Ebriidea to Ebriophyceae and Order from EBRIIDA (ICBN: EBRIALES) to EBRIALES;;Species
PROTOZOA INCERTAE SEDIS;Ebriophyceae;EBRIALES;Ebria;Ebria tripartita;;;(Schumann) Lemmermann 1900;118051;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118051;HT;half sphere-30%;π/12*d^3*0.7;5;;;cell; 37-43;;;;;40;;1;11723;;;1430;;Changed Division from ZOOMASTIGOPHORA to PROTOZOA INCERTAE SEDIS, Class from Ebriidea to Ebriophyceae and Order from EBRIIDA (ICBN: EBRIALES) to EBRIALES;;Species
INCERTAE SEDIS;;;Commation;Commation;;;;567048;http://www.marinespecies.org/aphia.php?p=taxdetails&id=567048;HT;cone;π/12*d^2*h;1;;;cell;5x7;;;;7;5;;1;46;;;8;;;;Genus
INCERTAE SEDIS;;;Cryptaulax;Cryptaulax marina;;;Throndsen 1969;146168;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146168;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell; 5-7x8-10;9;;;;6;;1;170;;;27;;;;Species
INCERTAE SEDIS;;;Cryptaulax;Cryptaulax;;;Skuja 1948;146167;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146167;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell; 3-5x7-9;8;;;;4;;1;67;;;11;;Added Author ;;Genus
INCERTAE SEDIS;;;Cryptaulax;Cryptaulax;;;Skuja 1948;146167;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146167;HT;rotational ellipsoid;π/6*d^2*l;2;;;cell; 5-7x8-10;9;;;;6;;1;170;;;27;;Added Author ;;Genus
INCERTAE SEDIS;;;Cryptaulax;Cryptaulax;;;Skuja 1948;146167;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146167;HT;rotational ellipsoid;π/6*d^2*l;3;;;cell; 7-9x14-16;15;;;;8;;1;502;;;74;;Added Author ;;Genus
INCERTAE SEDIS;;;Cryptaulax;Cryptaulax;;;Skuja 1948;146167;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146167;HT;rotational ellipsoid;π/6*d^2*l;4;;;cell; 9-11x16-20;18;;;;10;;1;942;;;134;;Added Author ;;Genus
INCERTAE SEDIS;;;Katablepharis;Katablepharis ovalis;;;Skuja 1948;620842;http://www.marinespecies.org/aphia.php?p=taxdetails&id=620842;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell; 5-6x7-9;8;;;;5,5;;1;127;;;20;;;;Species
INCERTAE SEDIS;;;Katablepharis;Katablepharis ovalis;;;Skuja 1948;620842;http://www.marinespecies.org/aphia.php?p=taxdetails&id=620842;HT;rotational ellipsoid;π/6*d^2*l;2;;;cell; 6-8x8-12;10;;;;7;;1;256;;;39;;;;Species
INCERTAE SEDIS;;;Katablepharis;Katablepharis remigera;;;(Vørs) Clay & Kugrens 2000;627117;http://www.marinespecies.org/aphia.php?p=taxdetails&id=627117;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell; 5-6x7-9;8;;;;5,5;;1;127;;;20;;Author yera changed from 1999 to 2000;;Species
INCERTAE SEDIS;;;Katablepharis;Katablepharis remigera;;;(Vørs) Clay & Kugrens 2000;627117;http://www.marinespecies.org/aphia.php?p=taxdetails&id=627117;HT;rotational ellipsoid;π/6*d^2*l;2;;;cell; 6-8x8-12;10;;;;7;;1;256;;;39;;Author yera changed from 1999 to 2000;;Species
INCERTAE SEDIS;;;Katablepharis;Katablepharis remigera;;;(Vørs) Clay & Kugrens 2000;627117;http://www.marinespecies.org/aphia.php?p=taxdetails&id=627117;HT;rotational ellipsoid;π/6*d^2*l;3;;;cell; 8-10x12-15;13,5;;;;9;;1;572;;;84;;Author yera changed from 1999 to 2000;;Species
INCERTAE SEDIS;;;Katablepharis;Katablepharis;;;Skuja 1939;601744;http://www.marinespecies.org/aphia.php?p=taxdetails&id=601744;HT;rotational ellipsoid;π/6*d^2*l;1;;;cell; 5-6x7-9;8;;;;5,5;;1;127;;;20;;Added Auhor ;;Genus
INCERTAE SEDIS;;;Katablepharis;Katablepharis;;;Skuja 1939;601744;http://www.marinespecies.org/aphia.php?p=taxdetails&id=601744;HT;rotational ellipsoid;π/6*d^2*l;2;;;cell; 6-8x8-12;10;;;;7;;1;256;;;39;;Added Auhor ;;Genus
INCERTAE SEDIS;;;Katablepharis;Katablepharis;;;Skuja 1939;601744;http://www.marinespecies.org/aphia.php?p=taxdetails&id=601744;HT;rotational ellipsoid;π/6*d^2*l;3;;;cell;3-4x5-7;6;;;;3,5;;1;38;;;7;;Added Auhor ;;Genus
INCERTAE SEDIS;;;Katablepharis;Katablepharis;;;Skuja 1939;601744;http://www.marinespecies.org/aphia.php?p=taxdetails&id=601744;HT;rotational ellipsoid;π/6*d^2*l;4;;;cell;8-10x12-15;13,5;;;;9;;1;572;;;84;;Added Auhor ;;Genus
INCERTAE SEDIS;;;Leucocryptos;Leucocryptos marina;;;(Braarud) Butcher 1967;119077;http://www.marinespecies.org/aphia.php?p=taxdetails&id=119077;HT;cone + half sphere;π/12*d^2*(h+d/2);1;;;cell; 4-5x7-10;;;;8,5;4,5;;1;57;;;10;;;;Species
INCERTAE SEDIS;;;Leucocryptos;Leucocryptos marina;;;(Braarud) Butcher 1967;119077;http://www.marinespecies.org/aphia.php?p=taxdetails&id=119077;HT;cone + half sphere;π/12*d^2*(h+d/2);2;;;cell; 5-6x10-14;;;;12;5,5;;1;117;;;19;;;;Species
INCERTAE SEDIS;;;Leucocryptos;Leucocryptos marina;;;(Braarud) Butcher 1967;119077;http://www.marinespecies.org/aphia.php?p=taxdetails&id=119077;HT;cone + half sphere;π/12*d^2*(h+d/2);3;;;cell; 6-8x15-21;;;;18;7;;1;276;;;42;;;;Species
INCERTAE SEDIS;;;Leucocryptos;Leucocryptos;;;Butcher 1967;17651;http://www.marinespecies.org/aphia.php?p=taxdetails&id=17651;HT;cone + half sphere;π/12*d^2*(h+d/2);1;;;cell; 4x7;;;;7;4;;1;38;;;7;;Added Author ;;Genus
INCERTAE SEDIS;;;Telonema;Telonema antarcticum;;;Thomsen 2005;389491;http://www.marinespecies.org/aphia.php?p=taxdetails&id=389491;HT;cone+half sphere;π/12*d^2*(h+d/2);1;;;cell;6-10x8-16;;;;12;8;;1;268;;;41;;Changed AphiaID to 389491 and AphiaID link;;Species
INCERTAE SEDIS;;;Telonema;Telonema subtile;;;Griessmann 1913;118075;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118075;HT;cone + half sphere;π/12*d^2*(h+d/2);1;;;cell; 4x7;;;;7;4;;1;38;;;7;;;;Species
INCERTAE SEDIS;;;Telonema;Telonema subtile;;;Griessmann 1913;118075;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118075;HT;cone + half sphere;π/12*d^2*(h+d/2);2;;;cell; 5-6x8;;;;8;5,5;;1;85;;;14;;;;Species
INCERTAE SEDIS;;;Telonema;Telonema subtile;;;Griessmann 1913;118075;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118075;HT;cone + half sphere;π/12*d^2*(h+d/2);3;;;cell;2-4x5-7;;;;6;3;;1;17,7;;;3;;;;Species
INCERTAE SEDIS;;;Telonema;Telonema;;;Griessmann 1913;118028;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118028;HT;cone + half sphere;π/12*d^2*(h+d/2);1;;;cell; 6-7x12;;;;12;6,5;;1;169;;;27;;Added Author;;Genus
